NODES
  L114 ( N2 N180 77 )
  L115 ( N2 N181 16 )
  L116 ( N2 N185 9 )
  L117 ( N2 N187 28 )
  L118 ( N2 N191 89 )
  L119 ( N2 N192 64 )
  L120 ( N2 N194 90 )
  L121 ( N3 N4 57 )
  L122 ( N3 N10 42 )
  L123 ( N3 N13 47 )
  L124 ( N3 N15 64 )
  L125 ( N3 N17 60 )
  L126 ( N3 N18 69 )
  L127 ( N3 N22 46 )
  L128 ( N3 N25 67 )
  L129 ( N3 N28 70 )
  L130 ( N3 N35 58 )
  L131 ( N3 N37 5 )
  L132 ( N3 N40 16 )
  L133 ( N3 N45 31 )
  L134 ( N3 N50 84 )
  L135 ( N3 N52 55 )
  L136 ( N3 N53 41 )
  L137 ( N3 N60 26 )
  L138 ( N3 N62 108 )
  L139 ( N3 N63 69 )
  L140 ( N3 N67 80 )
  L141 ( N3 N68 55 )
  L142 ( N3 N71 61 )
  L143 ( N3 N75 27 )
  L144 ( N3 N78 53 )
  L145 ( N3 N79 80 )
  L146 ( N3 N80 45 )
  L147 ( N3 N84 59 )
  L148 ( N3 N91 58 )
  L149 ( N3 N93 67 )
  L150 ( N3 N94 53 )
  L151 ( N3 N100 45 )
  L152 ( N3 N103 71 )
  L153 ( N3 N105 57 )
  L154 ( N3 N109 81 )
  L155 ( N3 N111 74 )
  L156 ( N3 N112 4 )
  L157 ( N3 N119 43 )
  L158 ( N3 N120 43 )
  L159 ( N3 N122 83 )
  L160 ( N3 N123 41 )
  L161 ( N3 N126 52 )
  L162 ( N3 N128 71 )
  L163 ( N3 N132 65 )
  L164 ( N3 N133 55 )
  L165 ( N3 N136 44 )
  L166 ( N3 N137 76 )
  L167 ( N3 N143 55 )
  L168 ( N3 N146 48 )
  L169 ( N3 N149 43 )
  L170 ( N3 N153 91 )
  L171 ( N3 N159 77 )
  L172 ( N3 N160 75 )
  L173 ( N3 N161 83 )
  L174 ( N3 N163 64 )
  L175 ( N3 N164 61 )
  L176 ( N3 N167 76 )
  L177 ( N3 N168 26 )
  L178 ( N3 N169 27 )
  L179 ( N3 N171 32 )
  L180 ( N3 N174 70 )
  L181 ( N3 N180 49 )
  L182 ( N3 N184 5 )
  L183 ( N3 N185 62 )
  L184 ( N3 N188 45 )
  L185 ( N3 N191 73 )
  L186 ( N3 N192 59 )
  L187 ( N3 N193 63 )
  L188 ( N3 N197 55 )
  L189 ( N4 N7 42 )
  L190 ( N4 N8 13 )
  L191 ( N4 N25 31 )
  L192 ( N4 N29 45 )
  L193 ( N4 N31 24 )
  L194 ( N4 N33 37 )
  L195 ( N4 N39 27 )
  L196 ( N4 N40 42 )
  L197 ( N4 N43 56 )
  L198 ( N4 N44 6 )
  L199 ( N4 N48 32 )
  L200 ( N4 N54 68 )
  L201 ( N4 N56 59 )
  L202 ( N4 N65 42 )
  L203 ( N4 N69 26 )
  L204 ( N4 N71 5 )
  L205 ( N4 N79 40 )
  L206 ( N4 N87 14 )
  L207 ( N4 N88 26 )
  L208 ( N4 N90 67 )
  L209 ( N4 N91 10 )
  L210 ( N4 N100 57 )
  L211 ( N4 N109 24 )
  L212 ( N4 N110 74 )
  L213 ( N4 N111 84 )
  L214 ( N4 N115 32 )
  L215 ( N4 N121 47 )
  L216 ( N4 N129 22 )
  L217 ( N4 N131 8 )
  L218 ( N4 N132 8 )
  L219 ( N4 N134 67 )
  L220 ( N4 N138 26 )
  L221 ( N4 N140 12 )
  L222 ( N4 N143 30 )
  L223 ( N4 N144 27 )
  L224 ( N4 N145 61 )
  L225 ( N4 N146 23 )
  L226 ( N4 N150 22 )
  L227 ( N4 N155 29 )
  L228 ( N4 N156 11 )
  L229 ( N4 N157 60 )
  L230 ( N4 N163 28 )
  L231 ( N4 N166 4 )
  L232 ( N4 N169 81 )
  L233 ( N4 N172 69 )
  L234 ( N4 N183 46 )
  L235 ( N4 N185 31 )
  L236 ( N4 N189 25 )
  L237 ( N4 N196 36 )
  L238 ( N4 N197 48 )
  L239 ( N4 N199 73 )
  L240 ( N5 N8 12 )
  L241 ( N5 N9 47 )
  L242 ( N5 N10 27 )
  L243 ( N5 N12 12 )
  L244 ( N5 N15 27 )
  L245 ( N5 N16 54 )
  L246 ( N5 N19 31 )
  L247 ( N5 N21 50 )
  L248 ( N5 N22 21 )
  L249 ( N5 N23 43 )
  L250 ( N5 N26 53 )
  L251 ( N5 N27 57 )
  L252 ( N5 N32 39 )
  L253 ( N5 N33 37 )
  L254 ( N5 N40 42 )
  L255 ( N5 N42 20 )
  L256 ( N5 N43 55 )
  L257 ( N5 N48 33 )
  L258 ( N5 N56 58 )
  L259 ( N5 N62 58 )
  L260 ( N5 N64 73 )
  L261 ( N5 N68 37 )
  L262 ( N5 N69 25 )
  L263 ( N5 N76 29 )
  L264 ( N5 N83 29 )
  L265 ( N5 N87 15 )
  L266 ( N5 N89 18 )
  L267 ( N5 N93 46 )
  L268 ( N5 N99 27 )
  L269 ( N5 N100 57 )
  L270 ( N5 N101 10 )
  L271 ( N5 N102 55 )
  L272 ( N5 N105 16 )
  L273 ( N5 N107 70 )
  L274 ( N5 N108 11 )
  L275 ( N5 N109 23 )
  L276 ( N5 N111 83 )
  L277 ( N5 N112 60 )
  L278 ( N5 N114 12 )
  L279 ( N5 N115 31 )
  L280 ( N5 N116 26 )
  L281 ( N5 N123 63 )
  L282 ( N5 N126 74 )
  L283 ( N5 N127 23 )
  L284 ( N5 N128 62 )
  L285 ( N5 N129 23 )
  L286 ( N5 N131 8 )
  L287 ( N5 N132 8 )
  L288 ( N5 N136 16 )
  L289 ( N5 N140 13 )
  L290 ( N5 N141 53 )
  L291 ( N5 N143 30 )
  L292 ( N5 N144 28 )
  L293 ( N5 N146 24 )
  L294 ( N5 N148 25 )
  L295 ( N5 N151 90 )
  L296 ( N5 N157 59 )
  L297 ( N5 N158 53 )
  L298 ( N5 N160 42 )
  L299 ( N5 N162 60 )
  L300 ( N5 N163 27 )
  L301 ( N5 N169 81 )
  L302 ( N5 N173 9 )
  L303 ( N5 N177 13 )
  L304 ( N5 N178 41 )
  L305 ( N5 N180 61 )
  L306 ( N5 N183 45 )
  L307 ( N5 N184 63 )
  L308 ( N5 N188 69 )
  L309 ( N5 N193 36 )
  L310 ( N5 N194 66 )
  L311 ( N5 N198 42 )
  L312 ( N6 N9 25 )
  L313 ( N6 N12 44 )
  L314 ( N6 N14 11 )
  L315 ( N6 N17 50 )
  L316 ( N6 N22 37 )
  L317 ( N6 N23 31 )
  L318 ( N6 N28 60 )
  L319 ( N6 N32 45 )
  L320 ( N6 N39 64 )
  L321 ( N6 N41 59 )
  L322 ( N6 N43 71 )
  L323 ( N6 N47 23 )
  L324 ( N6 N50 65 )
  L325 ( N6 N54 39 )
  L326 ( N6 N56 75 )
  L327 ( N6 N57 69 )
  L328 ( N6 N64 60 )
  L329 ( N6 N65 25 )
  L330 ( N6 N67 59 )
  L331 ( N6 N77 55 )
  L332 ( N6 N80 34 )
  L333 ( N6 N82 19 )
  L334 ( N6 N84 46 )
  L335 ( N6 N87 48 )
  L336 ( N6 N88 55 )
  L337 ( N6 N90 33 )
  L338 ( N6 N91 45 )
  L339 ( N6 N93 47 )
  L340 ( N6 N94 34 )
  L341 ( N6 N96 69 )
  L342 ( N6 N100 31 )
  L343 ( N6 N101 45 )
  L344 ( N6 N109 65 )
  L345 ( N6 N112 21 )
  L346 ( N6 N115 64 )
  L347 ( N6 N116 67 )
  L348 ( N6 N117 61 )
  L349 ( N6 N119 41 )
  L350 ( N6 N120 26 )
  L351 ( N6 N129 59 )
  L352 ( N6 N130 24 )
  L353 ( N6 N136 32 )
  L354 ( N6 N139 69 )
  L355 ( N6 N141 15 )
  L356 ( N6 N143 34 )
  L357 ( N6 N148 18 )
  L358 ( N6 N150 52 )
  L359 ( N6 N151 77 )
  L360 ( N6 N155 20 )
  L361 ( N6 N158 54 )
  L362 ( N6 N161 62 )
  L363 ( N6 N164 47 )
  L364 ( N6 N167 56 )
  L365 ( N6 N169 39 )
  L366 ( N6 N177 55 )
  L367 ( N6 N183 79 )
  L368 ( N6 N185 55 )
  L369 ( N6 N188 36 )
  L370 ( N6 N190 37 )
  L371 ( N6 N192 39 )
  L372 ( N6 N196 49 )
  L373 ( N6 N199 32 )
  L374 ( N7 N8 34 )
  L375 ( N7 N15 39 )
  L376 ( N7 N18 71 )
  L377 ( N7 N23 85 )
  L378 ( N7 N24 55 )
  L379 ( N7 N25 62 )
  L380 ( N7 N26 48 )
  L381 ( N7 N28 53 )
  L382 ( N7 N30 59 )
  L383 ( N7 N34 35 )
  L384 ( N7 N35 62 )
  L385 ( N7 N40 81 )
  L386 ( N7 N42 40 )
  L387 ( N7 N43 41 )
  L388 ( N7 N46 38 )
  L389 ( N7 N64 80 )
  L390 ( N7 N66 96 )
  L391 ( N7 N69 16 )
  L392 ( N7 N77 33 )
  L393 ( N7 N79 30 )
  L394 ( N7 N80 89 )
  L395 ( N7 N81 49 )
  L396 ( N7 N85 28 )
  L397 ( N7 N86 50 )
  L398 ( N7 N87 50 )
  L399 ( N7 N91 48 )
  L400 ( N7 N98 58 )
  L401 ( N7 N99 21 )
  L402 ( N7 N101 48 )
  L403 ( N7 N102 15 )
  L404 ( N7 N103 83 )
  L405 ( N7 N106 76 )
  L406 ( N7 N111 96 )
  L407 ( N7 N113 70 )
  L408 ( N7 N114 48 )
  L409 ( N7 N115 15 )
  L410 ( N7 N116 23 )
  L411 ( N7 N119 77 )
  L412 ( N7 N120 53 )
  L413 ( N7 N123 89 )
  L414 ( N7 N124 47 )
  L415 ( N7 N125 88 )
  L416 ( N7 N128 70 )
  L417 ( N7 N131 37 )
  L418 ( N7 N134 103 )
  L419 ( N7 N136 58 )
  L420 ( N7 N159 60 )
  L421 ( N7 N163 39 )
  L422 ( N7 N164 43 )
  L423 ( N7 N165 6 )
  L424 ( N7 N167 26 )
  L425 ( N7 N170 101 )
  L426 ( N7 N175 93 )
  L427 ( N7 N176 50 )
  L428 ( N7 N178 65 )
  L429 ( N7 N183 5 )
  L430 ( N7 N184 103 )
  L431 ( N7 N186 61 )
  L432 ( N7 N187 80 )
  L433 ( N7 N194 59 )
  L434 ( N7 N198 84 )
  L435 ( N8 N10 24 )
  L436 ( N8 N12 24 )
  L437 ( N8 N16 54 )
  L438 ( N8 N18 52 )
  L439 ( N8 N20 34 )
  L440 ( N8 N24 30 )
  L441 ( N8 N26 40 )
  L442 ( N8 N27 61 )
  L443 ( N8 N29 31 )
  L444 ( N8 N31 17 )
  L445 ( N8 N32 51 )
  L446 ( N8 N41 72 )
  L447 ( N8 N47 35 )
  L448 ( N8 N49 63 )
  L449 ( N8 N56 46 )
  L450 ( N8 N58 45 )
  L451 ( N8 N61 37 )
  L452 ( N8 N62 48 )
  L453 ( N8 N67 25 )
  L454 ( N8 N71 15 )
  L455 ( N8 N75 67 )
  L456 ( N8 N76 18 )
  L457 ( N8 N80 61 )
  L458 ( N8 N82 63 )
  L459 ( N8 N85 11 )
  L460 ( N8 N87 27 )
  L461 ( N8 N88 13 )
  L462 ( N8 N90 63 )
  L463 ( N8 N92 38 )
  L464 ( N8 N93 36 )
  L465 ( N8 N102 45 )
  L466 ( N8 N104 21 )
  L467 ( N8 N105 8 )
  L468 ( N8 N108 19 )
  L469 ( N8 N114 25 )
  L470 ( N8 N115 21 )
  L471 ( N8 N116 26 )
  L472 ( N8 N119 49 )
  L473 ( N8 N126 70 )
  L474 ( N8 N130 30 )
  L475 ( N8 N133 30 )
  L476 ( N8 N135 50 )
  L477 ( N8 N144 40 )
  L478 ( N8 N146 36 )
  L479 ( N8 N151 80 )
  L480 ( N8 N156 13 )
  L481 ( N8 N161 32 )
  L482 ( N8 N162 56 )
  L483 ( N8 N166 12 )
  L484 ( N8 N168 53 )
  L485 ( N8 N171 82 )
  L486 ( N8 N172 71 )
  L487 ( N8 N177 18 )
  L488 ( N8 N178 36 )
  L489 ( N8 N181 23 )
  L490 ( N8 N182 45 )
  L491 ( N8 N184 68 )
  L492 ( N8 N188 65 )
  L493 ( N8 N195 82 )
  L494 ( N8 N196 49 )
  L495 ( N8 N197 40 )
  L496 ( N8 N198 51 )
  L497 ( N9 N14 35 )
  L498 ( N9 N22 54 )
  L499 ( N9 N25 75 )
  L500 ( N9 N26 40 )
  L501 ( N9 N28 72 )
  L502 ( N9 N34 38 )
  L503 ( N9 N36 47 )
  L504 ( N9 N37 47 )
  L505 ( N9 N39 60 )
  L506 ( N9 N40 30 )
  L507 ( N9 N41 36 )
  L508 ( N9 N47 8 )
  L509 ( N9 N50 62 )
  L510 ( N9 N51 60 )
  L511 ( N9 N54 20 )
  L512 ( N9 N57 48 )
  L513 ( N9 N59 34 )
  L514 ( N9 N69 63 )
  L515 ( N9 N71 52 )
  L516 ( N9 N75 29 )
  L517 ( N9 N77 60 )
  L518 ( N9 N95 43 )
  L519 ( N9 N96 45 )
  L520 ( N9 N101 55 )
  L521 ( N9 N115 57 )
  L522 ( N9 N120 34 )
  L523 ( N9 N122 41 )
  L524 ( N9 N123 16 )
  L525 ( N9 N124 45 )
  L526 ( N9 N126 27 )
  L527 ( N9 N128 28 )
  L528 ( N9 N129 70 )
  L529 ( N9 N131 55 )
  L530 ( N9 N138 31 )
  L531 ( N9 N143 23 )
  L532 ( N9 N148 35 )
  L533 ( N9 N152 41 )
  L534 ( N9 N159 34 )
  L535 ( N9 N160 38 )
  L536 ( N9 N164 55 )
  L537 ( N9 N166 50 )
  L538 ( N9 N168 54 )
  L539 ( N9 N173 49 )
  L540 ( N9 N175 34 )
  L541 ( N9 N180 13 )
  L542 ( N9 N182 61 )
  L543 ( N9 N184 47 )
  L544 ( N9 N196 69 )
  L545 ( N9 N199 40 )
  L546 ( N10 N13 46 )
  L547 ( N10 N14 33 )
  L548 ( N10 N17 42 )
  L549 ( N10 N21 34 )
  L550 ( N10 N25 54 )
  L551 ( N10 N31 10 )
  L552 ( N10 N34 29 )
  L553 ( N10 N38 27 )
  L554 ( N10 N41 55 )
  L555 ( N10 N42 47 )
  L556 ( N10 N43 50 )
  L557 ( N10 N45 18 )
  L558 ( N10 N46 25 )
  L559 ( N10 N49 40 )
  L560 ( N10 N53 9 )
  L561 ( N10 N55 23 )
  L562 ( N10 N58 39 )
  L563 ( N10 N60 61 )
  L564 ( N10 N63 30 )
  L565 ( N10 N64 51 )
  L566 ( N10 N72 35 )
  L567 ( N10 N73 7 )
  L568 ( N10 N74 26 )
  L569 ( N10 N77 40 )
  L570 ( N10 N78 34 )
  L571 ( N10 N80 38 )
  L572 ( N10 N81 9 )
  L573 ( N10 N83 36 )
  L574 ( N10 N87 39 )
  L575 ( N10 N88 34 )
  L576 ( N10 N93 29 )
  L577 ( N10 N94 18 )
  L578 ( N10 N96 64 )
  L579 ( N10 N103 48 )
  L580 ( N10 N107 47 )
  L581 ( N10 N110 55 )
  L582 ( N10 N113 47 )
  L583 ( N10 N119 46 )
  L584 ( N10 N121 41 )
  L585 ( N10 N123 36 )
  L586 ( N10 N126 47 )
  L587 ( N10 N127 33 )
  L588 ( N10 N128 41 )
  L589 ( N10 N130 9 )
  L590 ( N10 N142 38 )
  L591 ( N10 N144 42 )
  L592 ( N10 N146 38 )
  L593 ( N10 N152 25 )
  L594 ( N10 N153 65 )
  L595 ( N10 N155 25 )
  L596 ( N10 N157 39 )
  L597 ( N10 N159 42 )
  L598 ( N10 N171 57 )
  L599 ( N10 N175 54 )
  L600 ( N10 N177 40 )
  L601 ( N10 N181 27 )
  L602 ( N10 N182 56 )
  L603 ( N10 N184 47 )
  L604 ( N10 N192 22 )
  L605 ( N10 N195 71 )
  L606 ( N10 N199 50 )
  L607 ( N10 N200 4 )
  L608 ( N11 N14 73 )
  L609 ( N11 N15 28 )
  L610 ( N11 N16 73 )
  L611 ( N11 N19 56 )
  L612 ( N11 N21 49 )
  L613 ( N11 N28 40 )
  L614 ( N11 N31 34 )
  L615 ( N11 N34 27 )
  L616 ( N11 N35 53 )
  L617 ( N11 N42 27 )
  L618 ( N11 N46 29 )
  L619 ( N11 N48 59 )
  L620 ( N11 N50 2 )
  L621 ( N11 N52 36 )
  L622 ( N11 N53 41 )
  L623 ( N11 N56 43 )
  L624 ( N11 N57 50 )
  L625 ( N11 N58 60 )
  L626 ( N11 N67 26 )
  L627 ( N11 N69 3 )
  L628 ( N11 N70 29 )
  L629 ( N11 N71 25 )
  L630 ( N11 N72 78 )
  L631 ( N11 N75 86 )
  L632 ( N11 N78 39 )
  L633 ( N11 N79 26 )
  L634 ( N11 N88 12 )
  L635 ( N11 N90 81 )
  L636 ( N11 N93 46 )
